resort_name|state|region|postal_code|summit|mid_elevation|base|vertical|lifts|runs|acres|green_percent|green_acres|blue_percent|blue_acres|black_percent|black_acres|lat|lon|mid_elevation_meters|timezone|country|ticket_currency|peak_day_ticket_local|peak_day_ticket_usd|advance_day_ticket_local|ticket_basis|map|openmeteo_hourly_api_call
Bear's Den - ND|North Dakota|Midwest|58033|1190|1045|900|290|3|8||||||||46.53|-97.95|318.516|America/Chicago|USA|USD|40|40|35|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=46.53&longitude=-97.95&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=318.516
Beaver Creek - CO|Colorado|Colorado & Utah|81620|11440|9770|8100|3340|25|150|2082|0.39|811.98|0.31|645.42|0.3|624.6|39.61|-106.52|2977.896|America/Denver|USA|USD|320|320|240|estimate|https://www.onthesnow.com/colorado/beaver-creek/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.61&longitude=-106.52&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2977.896
Beaver Mountain - UT|Utah|Colorado & Utah|84320|8800|7950|7100|1700|5|48|880|0.35|308|0.4|352|0.25|220|41.97|-111.54|2423.16|America/Denver|USA|USD|85|85|75|estimate|https://www.onthesnow.com/utah/beaver-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.97&longitude=-111.54&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2423.16
Beech Mountain - NC|North Carolina|Southeast|28604|5505|5090|4675|830|10|17|95|0.3|28.5|0.4|38|0.3|28.5|36.22|-81.88|1551.432|America/New_York|USA|USD|99|99|87|estimate|https://www.onthesnow.com/north-carolina/ski-beech-mountain-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=36.22&longitude=-81.88&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1551.432
Belleayre - NY|New York|Northeast|12410|3429|2727|2025|1404|8|55|175|0.19|33.25|0.48|84|0.32|56|42.14|-74.5|831.1896|America/New_York|USA|USD|99|99|87|estimate|https://www.onthesnow.com/new-york/belleayre/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.14&longitude=-74.5&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=831.1896
Berkshire East - MA|Massachusetts|Northeast|1339|1840|1250|660|1180|6|45|180|0.28|50.4|0.42|75.6|0.3|54|42.63|-72.83|381|America/New_York|USA|USD|99|99|87|estimate|https://www.onthesnow.com/massachusetts/berkshire-east/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.63&longitude=-72.83&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=381
Big Boulder - PA|Pennsylvania|Mid-Atlantic|18624|2175|1937.5|1700|475|8|15|55|0.38|20.9|0.19|10.45|0.44|24.2|41.05|-75.59|590.55|America/New_York|USA|USD|89|89|78|estimate|https://www.onthesnow.com/pennsylvania/big-boulder/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.05&longitude=-75.59&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=590.55
Big Powderhorn - MI|Michigan|Midwest|49911|1800|1500|1200|600|9|33|253|0.27|68.31|0.41|103.73|0.32|80.96|46.49|-90.1|457.2|America/Menominee|USA|USD|69|69|61|estimate|https://www.onthesnow.com/michigan/big-powderhorn-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=46.49&longitude=-90.1&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Menominee&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=457.2
Big Sky - MT|Montana|Northern Rockies|59716|11166|8983|6800|4350|38|317|5850|0.21|1228.5|0.29|1696.5|0.5|2925|45.29|-111.4|2738.0184|America/Denver|USA|USD|285|285|242|published_2526|https://www.onthesnow.com/montana/big-sky-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.29&longitude=-111.4&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2738.0184
Big Squaw Mountain Ski Resort - ME|Maine|Northeast|4442|3200|2475|1750|660|2|29|0|0.33|0|0.34|0|0.33|0|45.506718|-69.702019|754.38|America/New_York|USA|USD|50|50||published_2526|https://www.onthesnow.com/maine/big-squaw-mountain-ski-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.506718&longitude=-69.702019&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=754.38
Big White - BC|British Columbia|Western Canada|V1P 1T4|7606|6345.5|5085|2521|16|119|2765|0.18|497.7|0.54|1493.1|0.28|774.2|49.72|-118.94|1934.1084|America/Vancouver|Canada|CAD|239|172|124|published_2627|https://www.onthesnow.com/british-columbia/big-white/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=49.72&longitude=-118.94&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Vancouver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1934.1084
Bigrock - ME|Maine|Northeast|4734|1641|1151|661|980|5|28|90|0.1|9|0.66|59.4|0.24|21.6|46.49|-67.85|350.8248|America/New_York|USA|USD|50|50|44|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=46.49&longitude=-67.85&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=350.8248
Bittersweet - MI|Michigan|Midwest|49078|1030|855|680|350|12|20|100|0.33|33|0.44|44|0.23|23|42.44|-85.68|260.604|America/Detroit|USA|USD|65|65|57|estimate|https://www.onthesnow.com/michigan/bittersweet-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.44&longitude=-85.68&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=260.604
Black Mountain - ME|Maine|Northeast|4275|2460|1770|1080|1380|3|45|600|0.18|108|0.31|186|0.51|306|44.65|-70.63|539.496|America/New_York|USA|USD|55|55|48|estimate|https://www.onthesnow.com/maine/black-mountain-of-maine/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.65&longitude=-70.63&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=539.496
Black Mountain - NH|New Hampshire|Northeast|3846|2350|1800|1250|1100|4|45|600|0.29|174|0.32|192|0.39|234|44.22|-71.16|548.64|America/New_York|USA|USD|79|79|70|estimate|https://www.onthesnow.com/new-hampshire/black-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.22&longitude=-71.16&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=548.64
Blackjack - MI|Michigan|Midwest|49959|1650|1417.5|1185|465|6|26|170|0.2|34|0.4|68|0.4|68|46.47|-90|432.054|America/Menominee|USA|USD|79|79|70|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=46.47&longitude=-90&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Menominee&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=432.054
Blacktail Mountain - MT|Montana|Northern Rockies||6780|6060|5340|1440|4|27|1000|0.15|150|0.65|650|0.2|200|48|-114.36|1847.088|America/Denver|USA|USD|65|65|57|estimate|https://www.onthesnow.com/montana/blacktail-mountain-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=48&longitude=-114.36&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1847.088
Blue Hills - MA|Massachusetts|Northeast|2186|635|480.5|326|309|4|12|60|0.5|30|0.19|11.4|0.31|18.6|42.21|-71.09|146.4564|America/New_York|USA|USD|65|65|57|estimate|https://www.onthesnow.com/massachusetts/blue-hills-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.21&longitude=-71.09&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=146.4564
Blue Knob - PA|Pennsylvania|Mid-Atlantic|16635|3172|2623|2074|1072|5|34|300|0.15|45|0.41|123|0.44|132|40.29|-78.56|799.4904|America/New_York|USA|USD|65|65|57|estimate|https://www.onthesnow.com/pennsylvania/blue-knob/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=40.29&longitude=-78.56&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=799.4904
Blue Mountain - ON|Ontario|Eastern Canada|L9Y 0V2|1503|1141.5|780|720|15|43|365|0.28|102.2|0.37|135.05|0.35|127.75|44.5|-80.31|347.9292|America/Toronto|Canada|CAD|119|86|105|estimate|https://www.onthesnow.com/ontario/blue-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.5&longitude=-80.31&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=347.9292
